id,user_id,data,created_at,updated_at
22457954-4a46-4bd9-8d1c-6502eab92ffd,c8524889-5843-4e34-a8bf-e52d7e11bf32,"{""name"":""Plant species test"",""feats"":[{""id"":""129"",""name"":""Countercharm""}],""level"":1,""energy"":{""max"":9,""current"":9},""health"":{""max"":22,""current"":22},""powers"":[],""skills"":[{""id"":""31"",""name"":""Motivate"",""prof"":true,""ability"":""charisma"",""skill_val"":1},{""id"":""32"",""name"":""Nature"",""prof"":true,""ability"":""intelligence"",""skill_val"":0},{""id"":""38"",""name"":""Supplicate"",""prof"":true,""ability"":""charisma"",""skill_val"":0}],""status"":""complete"",""userId"":""c8524889-5843-4e34-a8bf-e52d7e11bf32"",""ancestry"":{""id"":""897bca85-3d68-4026-ab89-2bfefb733431"",""name"":""Sprotus"",""selectedFlaw"":""5"",""selectedTraits"":[""16"",""15""],""selectedCharacteristic"":""91""},""currency"":41,""portrait"":""https://lbqhiwudvifmkjtkccdg.supabase.co/storage/v1/object/public/portraits/c8524889-5843-4e34-a8bf-e52d7e11bf32/22457954-4a46-4bd9-8d1c-6502eab92ffd.jpg"",""pow_abil"":""charisma"",""pow_prof"":2,""abilities"":{""acuity"":0,""agility"":0,""charisma"":3,""strength"":3,""vitality"":2,""intelligence"":-1},""archetype"":{""id"":""power"",""type"":""power""},""createdAt"":""2026-02-24T03:59:31.636Z"",""equipment"":{""armor"":[{""id"":""e844eeff-6981-4a3c-8168-b0a86073d3fc"",""name"":""Chainmail Shirt""}],""items"":[],""weapons"":[{""id"":""e10a0a84-95a7-43fb-92ec-b0657c9c4a32"",""name"":""Mace""},{""id"":""ea951f9d-3d75-49c8-b90b-08b12885852a"",""name"":""Brass Buckler""}]},""mart_prof"":0,""updatedAt"":""2026-02-24T03:59:32.956Z"",""techniques"":[],""defenseVals"":{""might"":0,""reflex"":0,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""energyPoints"":6,""healthPoints"":12,""currentEnergy"":9,""currentHealth"":22,""archetypeFeats"":[{""id"":""291"",""name"":""Healing Burst""}],""unarmedProwess"":0}",,
47592f14-f1e2-407a-9d52-39fecdaf7257,c8524889-5843-4e34-a8bf-e52d7e11bf32,"{""name"":""Likely Bad"",""feats"":[],""level"":1,""energy"":{""max"":10,""current"":10},""health"":{""max"":18,""current"":17},""powers"":[{""id"":""2ec1f846-705b-4b82-8dd0-9fe3fcee6aa7"",""name"":""Charm Creature"",""innate"":false}],""skills"":[{""id"":""1"",""name"":""Acrobatics"",""prof"":true,""ability"":""agility"",""skill_val"":1},{""id"":""31"",""name"":""Motivate"",""prof"":true,""ability"":""charisma"",""skill_val"":2},{""id"":""36"",""name"":""Persuade"",""prof"":true,""ability"":""charisma"",""skill_val"":0}],""status"":""complete"",""userId"":""c8524889-5843-4e34-a8bf-e52d7e11bf32"",""ancestry"":{""id"":""5"",""name"":""Elf"",""selectedFlaw"":""60"",""selectedTraits"":[""129"",""107""],""selectedCharacteristic"":""6""},""currency"":128,""portrait"":""https://lbqhiwudvifmkjtkccdg.supabase.co/storage/v1/object/public/portraits/c8524889-5843-4e34-a8bf-e52d7e11bf32/47592f14-f1e2-407a-9d52-39fecdaf7257.jpg"",""pow_abil"":""vitality"",""pow_prof"":1,""abilities"":{""acuity"":2,""agility"":2,""charisma"":0,""strength"":0,""vitality"":2,""intelligence"":1},""archetype"":{""id"":""power"",""type"":""power""},""createdAt"":""2026-02-21T15:22:00.267Z"",""equipment"":{""armor"":[],""items"":[{""id"":""7"",""name"":""Bed Roll""},{""id"":""10"",""name"":""Grapple Rope""}],""weapons"":[{""id"":""2c13627a-a871-4a33-978a-d4bed17d9711"",""name"":""Hand Crossbow"",""equipped"":true},{""id"":""e10a0a84-95a7-43fb-92ec-b0657c9c4a32"",""name"":""Mace"",""equipped"":true},{""id"":""dd0f9247-5f15-4a2f-8278-df2577eabe2a"",""name"":""Warhammer"",""equipped"":true}]},""mart_prof"":1,""updatedAt"":""2026-02-22T17:24:57.306Z"",""techniques"":[{""id"":""e27d74ff-fffb-4ea9-a8ec-4645ce8fc697"",""name"":""Unarmed Barrage""}],""defenseVals"":{""might"":0,""reflex"":0,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""energyPoints"":8,""healthPoints"":10,""currentEnergy"":10,""currentHealth"":17,""archetypeFeats"":[{""id"":""569"",""name"":""Reverberate""}],""unarmedProwess"":0}",,
48b06a44-5b60-4aec-806e-d8fb1cfc8da9,99bc6d80-6c35-401c-aadf-db1655a178d0,"{""name"":""Kyoko"",""feats"":[],""level"":1,""energy"":{""max"":12,""current"":12},""health"":{""max"":60,""current"":60},""powers"":[],""skills"":[{""id"":""1"",""name"":""Acrobatics"",""prof"":true,""ability"":""agility"",""skill_val"":0},{""id"":""5"",""name"":""Analyze"",""prof"":true,""ability"":""acuity"",""skill_val"":0},{""id"":""9"",""name"":""Athletics"",""prof"":true,""ability"":""strength"",""skill_val"":0},{""id"":""34"",""name"":""Perceive"",""prof"":true,""ability"":""acuity"",""skill_val"":0},{""id"":""46"",""name"":""Taunt"",""prof"":true,""ability"":""charisma"",""skill_val"":0}],""status"":""complete"",""userId"":""99bc6d80-6c35-401c-aadf-db1655a178d0"",""ancestry"":{""id"":""13"",""name"":""Demibourn"",""selectedFlaw"":""5"",""selectedTraits"":[""164"",""162""],""selectedCharacteristic"":""8""},""currency"":99,""portrait"":""https://lbqhiwudvifmkjtkccdg.supabase.co/storage/v1/object/public/portraits/99bc6d80-6c35-401c-aadf-db1655a178d0/48b06a44-5b60-4aec-806e-d8fb1cfc8da9.jpg"",""pow_prof"":0,""abilities"":{""acuity"":2,""agility"":3,""charisma"":-2,""strength"":2,""vitality"":3,""intelligence"":-1},""archetype"":{""id"":""martial"",""type"":""martial""},""createdAt"":""2026-02-14T11:40:16.047Z"",""equipment"":{""armor"":[],""items"":[{""id"":""6"",""name"":""Energy Potion"",""quantity"":2}],""weapons"":[{""id"":""3ac97ca7-b810-4bd9-a2ae-9278a1cc1f36"",""name"":""Chain Spear"",""equipped"":true}]},""mart_abil"":""agility"",""mart_prof"":2,""updatedAt"":""2026-02-21T17:03:26.492Z"",""techniques"":[{""id"":""010c2136-3034-40f1-8cb7-ac91487f4a77"",""name"":""Clash""},{""id"":""a1e6957d-0880-48d9-8649-0add1da14d1e"",""name"":""Knock prone""},{""id"":""5203eb34-71e3-47b9-b796-b3bef347cbdd"",""name"":""Piercing""},{""id"":""80f494af-8a32-411d-b80a-56f0c09a4373"",""name"":""Spear Rush""},{""id"":""9b650e22-fed2-4474-8afa-e70c56ff82ff"",""name"":""Volley""},{""id"":""ef6e953a-9536-4766-b277-1b4a743d3c2e"",""name"":""+1d6""}],""visibility"":""public"",""defenseVals"":{""might"":0,""reflex"":0,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""evasionBase"":13,""energyPoints"":9,""healthPoints"":9,""currentEnergy"":12,""currentHealth"":60,""archetypeFeats"":[{""id"":""363"",""name"":""Last Minute Luck""},{""id"":""713"",""name"":""Unarmored Evasion""},{""id"":""730"",""name"":""Variety Evasion""}],""unarmedProwess"":0,""speedDisplayUnit"":""feet""}",,
4945c52c-3297-4227-905c-08cc3150ab58,ce4fd023-4645-4b56-9a74-ed874c6ef931,"{""name"":""Serix"",""feats"":[{""id"":""324"",""name"":""Impressive Presence""}],""level"":1,""powers"":[],""skills"":[{""id"":""9"",""name"":""Athletics"",""prof"":true,""ability"":""strength"",""skill_val"":0},{""id"":""24"",""name"":""Intimidate"",""prof"":true,""ability"":""charisma"",""skill_val"":0}],""status"":""complete"",""userId"":""ce4fd023-4645-4b56-9a74-ed874c6ef931"",""ancestry"":{""id"":""12"",""name"":""Draconian"",""selectedFlaw"":""192"",""selectedTraits"":[""59"",""48""],""selectedCharacteristic"":""58""},""currency"":57,""portrait"":""https://lbqhiwudvifmkjtkccdg.supabase.co/storage/v1/object/public/portraits/ce4fd023-4645-4b56-9a74-ed874c6ef931/4945c52c-3297-4227-905c-08cc3150ab58.jpg"",""pow_prof"":0,""abilities"":{""acuity"":1,""agility"":3,""charisma"":2,""strength"":1,""vitality"":2,""intelligence"":-2},""archetype"":{""id"":""martial"",""type"":""martial""},""createdAt"":""2026-02-21T08:04:12.833Z"",""equipment"":{""armor"":[],""items"":[{""id"":""2"",""name"":""Bag""},{""id"":""3"",""name"":""Bandage"",""quantity"":3},{""id"":""7"",""name"":""Bed Roll""},{""id"":""9"",""name"":""Rope""},{""id"":""4"",""name"":""Torch"",""quantity"":5},{""id"":""1"",""name"":""Rations"",""quantity"":5},{""id"":""5"",""name"":""Health Potion"",""quantity"":2},{""id"":""6"",""name"":""Energy Potion""}],""weapons"":[]},""mart_abil"":""agility"",""mart_prof"":2,""updatedAt"":""2026-02-21T16:17:07.693Z"",""experience"":0,""techniques"":[],""visibility"":""campaign"",""defenseVals"":{""might"":0,""reflex"":0,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""evasionBase"":12,""energyPoints"":9,""healthPoints"":9,""currentEnergy"":12,""currentHealth"":19,""archetypeFeats"":[{""id"":""742"",""name"":""Way of the Monk""},{""id"":""713"",""name"":""Unarmored Evasion""},{""id"":""456"",""name"":""Overwhelming Attack""}],""unarmedProwess"":1}",,
4adf0cff-36f1-48fc-896f-9a2c23c59d2e,296eff84-0eb6-4665-b08c-055fa995a421,"{""name"":""Jacky"",""feats"":[{""id"":""347"",""name"":""Instinctive Observer""}],""level"":1,""energy"":{""max"":3,""current"":3},""health"":{""max"":87,""current"":78},""powers"":[],""skills"":[{""id"":""1"",""name"":""Acrobatics"",""prof"":true,""ability"":""agility"",""skill_val"":0},{""id"":""34"",""name"":""Perceive"",""prof"":true,""ability"":""acuity"",""skill_val"":3}],""status"":""complete"",""userId"":""296eff84-0eb6-4665-b08c-055fa995a421"",""ancestry"":{""id"":""13"",""name"":""Demibourn"",""selectedFlaw"":""11"",""selectedTraits"":[""164"",""121""],""selectedCharacteristic"":""132""},""currency"":5,""portrait"":""https://lbqhiwudvifmkjtkccdg.supabase.co/storage/v1/object/public/portraits/296eff84-0eb6-4665-b08c-055fa995a421/4adf0cff-36f1-48fc-896f-9a2c23c59d2e.jpg"",""pow_prof"":0,""abilities"":{""acuity"":3,""agility"":-2,""charisma"":0,""strength"":3,""vitality"":3,""intelligence"":0},""archetype"":{""id"":""martial"",""type"":""martial""},""createdAt"":""2026-02-21T15:43:08.617Z"",""equipment"":{""armor"":[{""id"":""34eee984-d3cc-4376-90af-8645ae74f824"",""name"":""Chainmail"",""equipped"":true}],""items"":[],""weapons"":[{""id"":""3e92be0a-d4a1-4bb2-bba8-cd0509d0a97e"",""name"":""Great Shield"",""equipped"":true},{""id"":""71395e29-4476-4402-8f13-9ce3070a4daf"",""name"":""Barbed Hook"",""equipped"":true}]},""mart_abil"":""vitality"",""mart_prof"":2,""updatedAt"":""2026-02-21T17:15:20.740Z"",""techniques"":[],""visibility"":""public"",""defenseVals"":{""might"":0,""reflex"":0,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""evasionBase"":9,""energyPoints"":0,""healthPoints"":18,""currentEnergy"":3,""currentHealth"":78,""archetypeFeats"":[{""id"":""567"",""name"":""Retaliation""},{""id"":""569"",""name"":""Reverberate""},{""id"":""675"",""name"":""Thick Skin""}],""unarmedProwess"":0,""speedDisplayUnit"":""feet""}",,
584b3cd1-bcf1-4a56-a612-ca0b9d182d5b,6cf350ff-6014-4a06-a145-8a9ccd2e8b9b,"{""name"":""Mycoman Randy Sporage"",""feats"":[{""id"":""81"",""name"":""Body Positive""}],""level"":1,""height"":200,""powers"":[],""skills"":[{""id"":""3"",""name"":""Act"",""prof"":true,""ability"":""charisma"",""skill_val"":2},{""id"":""14"",""name"":""Deceive"",""prof"":true,""ability"":""charisma"",""skill_val"":0},{""id"":""32"",""name"":""Nature"",""prof"":true,""ability"":""intelligence"",""skill_val"":0},{""id"":""42"",""name"":""Stealth"",""prof"":true,""ability"":""agility"",""skill_val"":0}],""status"":""complete"",""userId"":""6cf350ff-6014-4a06-a145-8a9ccd2e8b9b"",""weight"":115,""ancestry"":{""id"":""2"",""name"":""Myconid"",""selectedTraits"":[""126""],""selectedCharacteristic"":""127""},""currency"":500,""portrait"":""https://lbqhiwudvifmkjtkccdg.supabase.co/storage/v1/object/public/portraits/6cf350ff-6014-4a06-a145-8a9ccd2e8b9b/584b3cd1-bcf1-4a56-a612-ca0b9d182d5b.jpg"",""pow_prof"":0,""abilities"":{""acuity"":0,""agility"":0,""charisma"":2,""strength"":3,""vitality"":2,""intelligence"":0},""archetype"":{""id"":""martial"",""type"":""martial""},""createdAt"":""2026-02-21T05:11:29.390Z"",""equipment"":{""armor"":[{""id"":""0e1525c3-0d51-427d-8669-e41b83608d5b"",""name"":""Big Sunglasses"",""equipped"":true}],""items"":[],""weapons"":[]},""mart_abil"":""strength"",""mart_prof"":2,""updatedAt"":""2026-02-21T16:34:51.976Z"",""techniques"":[{""id"":""36e93fa1-36c9-4e95-9ed7-1f1e1c4842b1"",""name"":""Brace""},{""id"":""74d43e67-e1d3-48e4-8e0c-3284fcae7ade"",""name"":""Now stay a while""},{""id"":""80261729-3c4d-4056-a810-f5c1fe369e5d"",""name"":""Quit your squirming!""},{""id"":""e25548d2-d094-44d6-b245-f442f3ffc1c9"",""name"":""Show you what I'm made of""},{""id"":""3184051a-f82f-498e-b330-66ee8c519c9b"",""name"":""The Big Slam-a Jam-a""},{""id"":""e27d74ff-fffb-4ea9-a8ec-4645ce8fc697"",""name"":""Unarmed Barrage""}],""visibility"":""campaign"",""defenseVals"":{""might"":0,""reflex"":0,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""energyPoints"":8,""healthPoints"":10,""currentEnergy"":11,""currentHealth"":20,""archetypeFeats"":[{""id"":""206"",""name"":""Empowered Unarmed""},{""id"":""203"",""name"":""Empowered State""},{""id"":""413"",""name"":""Mobile Attacker""}],""unarmedProwess"":0}",,
70c4ae4e-baea-412e-a3cd-46786aff83da,8ac29a52-c8d9-48f6-9ee3-5cf909e65f77,"{""name"":""Toby"",""feats"":[{""id"":""18"",""name"":""Agile Escape""}],""level"":1,""energy"":{""max"":9,""current"":9},""health"":{""max"":18,""current"":18},""powers"":[{""id"":""977505f1-d2fe-438e-b499-ef1c5f8679e5"",""name"":""Radiant Bolt"",""innate"":false},{""id"":""6494fc17-ca3a-4165-b36c-5486131d070e"",""name"":""Charm Creature"",""innate"":false}],""skills"":[{""id"":""1"",""name"":""Acrobatics"",""prof"":true,""ability"":""agility"",""skill_val"":2},{""id"":""13"",""name"":""Craft"",""prof"":true,""ability"":""acuity"",""skill_val"":0},{""id"":""42"",""name"":""Stealth"",""prof"":true,""ability"":""agility"",""skill_val"":0}],""status"":""complete"",""userId"":""8ac29a52-c8d9-48f6-9ee3-5cf909e65f77"",""ancestry"":{""id"":""3"",""name"":""Halfling"",""selectedFlaw"":""171"",""selectedTraits"":[""109""],""selectedCharacteristic"":""120""},""currency"":13,""pow_abil"":""strength"",""pow_prof"":3,""abilities"":{""acuity"":2,""agility"":0,""charisma"":2,""strength"":0,""vitality"":1,""intelligence"":2},""archetype"":{""id"":""power"",""type"":""power""},""createdAt"":""2026-02-25T03:38:34.173Z"",""equipment"":{""armor"":[],""items"":[],""weapons"":[{""id"":""ea951f9d-3d75-49c8-b90b-08b12885852a"",""name"":""Brass Buckler"",""equipped"":true},{""id"":""2c13627a-a871-4a33-978a-d4bed17d9711"",""name"":""Hand Crossbow"",""equipped"":true},{""id"":""d40ff328-e5f6-42bf-a55d-05758b897f61"",""name"":""Iron Buckler"",""equipped"":true},{""id"":""e10a0a84-95a7-43fb-92ec-b0657c9c4a32"",""name"":""Mace"",""equipped"":true}]},""mart_prof"":1,""updatedAt"":""2026-02-25T03:52:48.465Z"",""experience"":1000000000,""techniques"":[{""id"":""e27d74ff-fffb-4ea9-a8ec-4645ce8fc697"",""name"":""Unarmed Barrage""}],""visibility"":""campaign"",""defenseVals"":{""might"":0,""reflex"":0,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""actionPoints"":5,""energyPoints"":9,""healthPoints"":9,""currentEnergy"":9,""currentHealth"":18,""archetypeFeats"":[{""id"":""2"",""name"":""A Martial's Power""}],""unarmedProwess"":0}",,
71898fd6-a13b-4045-baf7-e7a8a96615fc,ce4fd023-4645-4b56-9a74-ed874c6ef931,"{""name"":""Harper"",""feats"":[{""id"":""606"",""name"":""Slow Fall""}],""level"":9,""powers"":[],""skills"":[{""id"":""13"",""name"":""Craft"",""prof"":true,""ability"":""intelligence"",""skill_val"":3},{""id"":""32"",""name"":""Nature"",""prof"":true,""ability"":""intelligence"",""skill_val"":3},{""id"":""42"",""name"":""Stealth"",""prof"":true,""ability"":""agility"",""skill_val"":1},{""id"":""alchemy"",""name"":""Alchemy"",""prof"":true,""ability"":""intelligence"",""skill_val"":3},{""id"":""34"",""name"":""Perceive"",""prof"":true,""ability"":""acuity"",""skill_val"":0},{""id"":""40"",""name"":""Sleight of Hand"",""prof"":true,""ability"":""agility"",""skill_val"":0},{""id"":""21"",""name"":""History"",""prof"":true,""ability"":""intelligence"",""skill_val"":0},{""id"":""30"",""name"":""Medicine"",""prof"":true,""ability"":""intelligence"",""skill_val"":0},{""id"":""5"",""name"":""Analyze"",""prof"":true,""ability"":""intelligence"",""skill_val"":0},{""id"":""1"",""name"":""Acrobatics"",""prof"":true,""ability"":""agility"",""skill_val"":0},{""id"":""19"",""name"":""Harvest"",""prof"":true,""ability"":""intelligence"",""skill_val"":3,""selectedBaseSkillId"":""32""},{""id"":""10"",""name"":""Botany"",""prof"":true,""ability"":""intelligence"",""skill_val"":0},{""id"":""17"",""name"":""Glassblowing"",""prof"":true,""ability"":""vitality"",""skill_val"":0},{""id"":""39"",""name"":""Search"",""prof"":true,""ability"":""acuity"",""skill_val"":0},{""id"":""44"",""name"":""Tinker"",""prof"":true,""ability"":""intelligence"",""skill_val"":0},{""id"":""48"",""name"":""Triage"",""prof"":true,""ability"":""intelligence"",""skill_val"":0}],""status"":""complete"",""userId"":""ce4fd023-4645-4b56-9a74-ed874c6ef931"",""ancestry"":{""id"":""2"",""name"":""Myconid"",""selectedFlaw"":""39"",""selectedTraits"":[""43"",""86""],""selectedCharacteristic"":""84""},""currency"":144,""pow_prof"":0,""abilities"":{""acuity"":3,""agility"":4,""charisma"":-1,""strength"":-2,""vitality"":2,""intelligence"":4},""archetype"":{""id"":""martial"",""type"":""martial""},""createdAt"":""2026-02-14T12:31:22.071Z"",""equipment"":{""armor"":[],""items"":[{""id"":""2"",""name"":""Bag""},{""id"":""3"",""name"":""Bandage"",""quantity"":4},{""id"":""7"",""name"":""Bed Roll""},{""id"":""8"",""name"":""Flint & Steel Fire Starter""},{""id"":""10"",""name"":""Grapple Rope""}],""weapons"":[]},""mart_abil"":""agility"",""mart_prof"":3,""updatedAt"":""2026-02-14T13:06:07.897Z"",""techniques"":[],""defenseVals"":{""might"":0,""reflex"":1,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""evasionBase"":13,""energyPoints"":44,""healthPoints"":70,""currentEnergy"":49,""currentHealth"":28,""archetypeFeats"":[{""id"":""248"",""name"":""Flawless Fighter""},{""id"":""470"",""name"":""Plan Your Next Move""},{""id"":""402"",""name"":""Master Poisoner""},{""id"":""171"",""name"":""Duck & Weave"",""currentUses"":0},{""id"":""146"",""name"":""Debilitating Strikes"",""currentUses"":0},{""id"":""20"",""name"":""Alchemist's Support"",""currentUses"":0},{""id"":""228"",""name"":""Exploit"",""currentUses"":0},{""id"":""54"",""name"":""Battlefield Tactician"",""currentUses"":2},{""id"":""475"",""name"":""Poisoned Strike"",""currentUses"":0},{""id"":""108"",""name"":""Champion"",""currentUses"":0},{""id"":""713"",""name"":""Unarmored Evasion"",""currentUses"":0},{""id"":""427"",""name"":""Multi-Attack"",""currentUses"":0},{""id"":""714"",""name"":""Unarmored Evasion II"",""currentUses"":0}],""unarmedProwess"":0}",,
871d1ee1-b4d8-4f0d-a8f2-8ba71ba21b45,180d9e55-ccc4-459c-9be5-1dc4be8ede1e,"{""name"":""Talavas"",""feats"":[{""id"":""358"",""name"":""Jump into Action""}],""level"":3,""energy"":{""max"":6,""current"":7},""health"":{""max"":21,""current"":29},""powers"":[{""id"":""575c30af-a52a-4646-ad3b-b98cf2ba6fdc"",""name"":""Fireball"",""innate"":false},{""id"":""c647b66f-9e54-4f77-9766-c7d8377ec5c3"",""name"":""Defenders Barricade"",""innate"":true}],""skills"":[{""id"":""1"",""name"":""Acrobatics"",""prof"":true,""ability"":""agility"",""skill_val"":0},{""id"":""30"",""name"":""Medicine"",""prof"":true,""ability"":""intelligence"",""skill_val"":0},{""id"":""34"",""name"":""Perceive"",""prof"":true,""ability"":""acuity"",""skill_val"":1},{""id"":""40"",""name"":""Sleight of Hand"",""prof"":true,""ability"":""agility"",""skill_val"":0},{""id"":""3"",""name"":""Act"",""prof"":false,""ability"":""charisma"",""skill_val"":0}],""status"":""complete"",""userId"":""180d9e55-ccc4-459c-9be5-1dc4be8ede1e"",""ancestry"":{""id"":""14"",""name"":""Felin"",""selectedFlaw"":""7"",""selectedTraits"":[""128"",""10""],""selectedCharacteristic"":""41""},""currency"":122,""portrait"":""https://lbqhiwudvifmkjtkccdg.supabase.co/storage/v1/object/public/portraits/180d9e55-ccc4-459c-9be5-1dc4be8ede1e/871d1ee1-b4d8-4f0d-a8f2-8ba71ba21b45.jpg"",""pow_prof"":1,""abilities"":{""acuity"":3,""agility"":3,""charisma"":-1,""strength"":0,""vitality"":1,""intelligence"":1},""archetype"":{""id"":""martial"",""type"":""martial""},""createdAt"":""2026-02-21T15:46:07.153Z"",""equipment"":{""armor"":[],""items"":[{""id"":""6"",""name"":""Energy Potion""},{""id"":""5"",""name"":""Health Potion""},{""id"":""8"",""name"":""Flint & Steel Fire Starter""},{""id"":""3"",""name"":""Bandage"",""quantity"":6}],""shields"":[{""id"":""ea951f9d-3d75-49c8-b90b-08b12885852a"",""name"":""Brass Buckler"",""equipped"":true},{""id"":""bdcb0e03-bc39-4f23-86d0-d8e969f9128d"",""name"":""Defenders Tower Shield"",""equipped"":true},{""id"":""d40ff328-e5f6-42bf-a55d-05758b897f61"",""name"":""Iron Buckler"",""equipped"":true}],""weapons"":[{""id"":""5016ffb1-6937-4584-9540-94de2ec9fa3d"",""name"":""Hand Crossbow"",""equipped"":true},{""id"":""e10a0a84-95a7-43fb-92ec-b0657c9c4a32"",""name"":""Mace"",""equipped"":true}]},""mart_abil"":""agility"",""mart_prof"":1,""speedBase"":12,""traitUses"":{},""updatedAt"":""2026-02-25T03:52:36.191Z"",""experience"":0,""techniques"":[{""id"":""f7ca8528-ce21-405c-8794-7b5ac5a206b6"",""name"":""Unarmed Barrage""}],""visibility"":""campaign"",""defenseVals"":{""might"":0,""reflex"":0,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""evasionBase"":13,""actionPoints"":3,""energyPoints"":12,""healthPoints"":12,""currentEnergy"":7,""currentHealth"":29,""archetypeFeats"":[{""id"":""742"",""name"":""Way of the Monk""},{""id"":""713"",""name"":""Unarmored Evasion""},{""id"":""524"",""name"":""Quickened State""}],""unarmedProwess"":1,""speedDisplayUnit"":""spaces"",""stateUsesCurrent"":2}",,
904b9760-e3cf-4c54-89f2-64b1d30f36ea,ce4fd023-4645-4b56-9a74-ed874c6ef931,"{""name"":""Selwin"",""feats"":[{""id"":""371"",""name"":""Learned Advisor""}],""level"":1,""energy"":{""max"":12,""current"":16},""health"":{""max"":19,""current"":15},""powers"":[{""id"":""0505800e-a80b-4c40-b287-6f7e0542445c"",""name"":""Cherry Bomb"",""innate"":true},{""id"":""2fdc744c-0fed-479f-a0e0-c0bee6b01896"",""name"":""Pop-up Turret"",""innate"":false},{""id"":""b7185490-c5b6-4866-adbf-062fc611495e"",""name"":""Multitool"",""innate"":true}],""skills"":[{""id"":""9"",""name"":""Athletics"",""prof"":true,""ability"":""strength"",""skill_val"":1},{""id"":""13"",""name"":""Craft"",""prof"":true,""ability"":""intelligence"",""skill_val"":1},{""id"":""21"",""name"":""History"",""prof"":true,""ability"":""intelligence"",""skill_val"":1},{""id"":""40"",""name"":""Sleight of Hand"",""prof"":true,""ability"":""agility"",""skill_val"":1},{""id"":""44"",""name"":""Tinker"",""prof"":true,""ability"":""intelligence"",""skill_val"":3}],""status"":""complete"",""userId"":""ce4fd023-4645-4b56-9a74-ed874c6ef931"",""ancestry"":{""id"":""4"",""name"":""Human"",""selectedFlaw"":""176"",""selectedTraits"":[""154"",""70""],""selectedCharacteristic"":""101""},""currency"":200,""pow_abil"":""intelligence"",""pow_prof"":2,""abilities"":{""acuity"":0,""agility"":1,""charisma"":0,""strength"":1,""vitality"":2,""intelligence"":3},""archetype"":{""id"":""power"",""type"":""power""},""createdAt"":""2026-02-24T08:22:56.035Z"",""equipment"":{""armor"":[],""items"":[{""id"":""2"",""name"":""Bag""},{""id"":""7"",""name"":""Bed Roll""},{""id"":""8"",""name"":""Flint & Steel Fire Starter""},{""id"":""9"",""name"":""Rope""},{""id"":""4"",""name"":""Torch"",""quantity"":5}],""weapons"":[]},""mart_prof"":0,""updatedAt"":""2026-02-24T08:57:42.193Z"",""techniques"":[],""defenseVals"":{""might"":0,""reflex"":0,""resolve"":0,""fortitude"":0,""discernment"":0,""mentalFortitude"":0},""energyPoints"":13,""healthPoints"":5,""currentEnergy"":16,""currentHealth"":15,""archetypeFeats"":[{""id"":""337"",""name"":""Innate Blasts""}],""unarmedProwess"":0}",,
